id,ship_mode,segment,city,state,region,category,sub-category,product_name,sales,quantity,discount,profit,order_year,order_month,order_day,order_day_of_week,is_weekend,shipping_duration,unit_price,price_cluster
4716,Second Class,Home Office,Seattle,Washington,West,Furniture,Tables,"Bevis Oval Conference Table, Walnut",521.96,2,0.0,88.7332,2017,12,3,6,1,4,260.98,0
4721,Second Class,Consumer,Aurora,Illinois,Central,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",268.935,3,0.5,-209.7693,2014,6,7,5,1,4,89.645,1
4739,Standard Class,Consumer,Long Beach,California,West,Furniture,Tables,Hon 61000 Series Interactive Training Tables,35.544,1,0.2,-0.8886,2015,2,18,2,0,6,35.544,1
4790,Standard Class,Consumer,Colorado Springs,Colorado,West,Furniture,Tables,Bevis Rectangular Conference Tables,364.95,5,0.5,-248.166,2015,12,11,4,0,5,72.99,1
4926,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",91.275,1,0.5,-67.5435,2017,10,19,3,0,4,91.275,1
5035,Standard Class,Corporate,Seattle,Washington,West,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0.0,111.1035,2014,4,6,6,1,6,217.85,0
5038,First Class,Corporate,Wilmington,Delaware,East,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",199.836,4,0.3,-37.1124,2015,7,11,5,1,1,49.959,1
5066,Standard Class,Consumer,Burlington,North Carolina,South,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1781.682,7,0.4,-653.2834,2017,11,30,3,0,7,254.526,0
5075,Second Class,Consumer,Houston,Texas,Central,Furniture,Tables,Bush Advantage Collection Round Conference Table,744.1,5,0.3,-95.67,2014,4,20,6,1,2,148.82,1
5077,Second Class,Consumer,Houston,Texas,Central,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,401.59,2,0.3,-131.951,2014,4,20,6,1,2,200.795,0
5094,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,KI Adjustable-Height Table,214.95,5,0.5,-120.372,2014,12,6,5,1,4,42.989999999999995,1
5124,Same Day,Consumer,New York City,New York,East,Furniture,Tables,KI Adjustable-Height Table,464.292,9,0.4,-108.3348,2014,9,14,6,1,0,51.587999999999994,1
5230,Second Class,Consumer,Fresno,California,West,Furniture,Tables,Chromcraft Round Conference Tables,697.16,5,0.2,8.7145,2017,3,19,6,1,3,139.432,1
5234,First Class,Consumer,San Francisco,California,West,Furniture,Tables,Hon Racetrack Conference Tables,210.008,1,0.2,2.6251,2017,8,22,1,0,1,210.008,0
5244,Second Class,Corporate,Los Angeles,California,West,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.464,2,0.2,15.3522,2016,8,2,1,0,2,68.232,1
5262,First Class,Home Office,Houston,Texas,Central,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",200.795,1,0.3,-22.948,2014,9,7,6,1,3,200.795,0
5272,Same Day,Corporate,Los Angeles,California,West,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,7,0.2,-14.9877,2017,1,16,0,0,0,57.096000000000004,1
5293,Standard Class,Consumer,Medina,Ohio,East,Furniture,Tables,KI Adjustable-Height Table,51.588,1,0.4,-15.4764,2015,12,26,5,1,4,51.588,1
5300,Standard Class,Corporate,Springfield,Virginia,South,Furniture,Tables,Hon Rectangular Conference Tables,2275.5,10,0.0,386.835,2016,5,30,0,0,4,227.55,0
5320,First Class,Home Office,Knoxville,Tennessee,South,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116,7,0.4,-1002.7836,2017,10,2,0,0,3,330.588,0
5373,Standard Class,Corporate,Houston,Texas,Central,Furniture,Tables,KI Conference Tables,347.361,7,0.3,-69.4722,2015,10,24,5,1,6,49.623,1
5459,Second Class,Consumer,San Francisco,California,West,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272,8,0.2,92.392,2017,9,4,0,0,2,184.784,1
5542,Standard Class,Corporate,Tucson,Arizona,West,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,6,0.5,-218.8656,2016,12,19,0,0,6,75.995,1
5626,Second Class,Home Office,Seattle,Washington,West,Furniture,Tables,"Bevis Oval Conference Table, Walnut",2348.82,9,0.0,399.2994,2014,9,29,0,0,2,260.98,0
5629,Second Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",815.292,9,0.4,-339.705,2016,8,21,6,1,2,90.58800000000001,1
5631,Standard Class,Consumer,Chesapeake,Virginia,South,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1256.22,6,0.0,75.3732,2014,2,11,1,0,4,209.37,0
5658,First Class,Home Office,Salem,Oregon,West,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",377.45,5,0.5,-264.215,2016,12,18,6,1,3,75.49,1
5695,Second Class,Consumer,San Francisco,California,West,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2,0.2,-1.7772,2016,5,5,3,0,2,35.544,1
5703,Standard Class,Consumer,Marion,Ohio,East,Furniture,Tables,Hon Rectangular Conference Tables,136.53,1,0.4,-52.3365,2014,12,14,6,1,7,136.53,1
5750,Standard Class,Consumer,Buffalo Grove,Illinois,Central,Furniture,Tables,Chromcraft Rectangular Conference Tables,355.455,3,0.5,-184.8366,2014,5,30,4,0,6,118.485,1
5822,Standard Class,Corporate,San Francisco,California,West,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",285.48,5,0.2,-10.7055,2017,5,12,4,0,6,57.096000000000004,1
5829,Standard Class,Consumer,Richmond,Indiana,Central,Furniture,Tables,Hon 5100 Series Wood Tables,581.96,2,0.0,104.7528,2016,12,3,5,1,4,290.98,0
5859,Standard Class,Consumer,Conway,Arkansas,South,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",301.96,2,0.0,45.294,2015,11,1,6,1,7,150.98,1
5870,Same Day,Corporate,Anaheim,California,West,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1293.488,7,0.2,80.843,2016,6,14,1,0,0,184.78400000000002,1
5923,Second Class,Corporate,New York City,New York,East,Furniture,Tables,"Bevis Oval Conference Table, Walnut",313.176,2,0.4,-120.0508,2016,11,26,5,1,4,156.588,1
5926,Standard Class,Corporate,Decatur,Alabama,South,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92,8,0.0,316.1392,2014,4,8,1,0,4,151.99,1
5978,Standard Class,Home Office,Tulsa,Oklahoma,Central,Furniture,Tables,KI Adjustable-Height Table,429.9,5,0.0,111.774,2014,9,7,6,1,6,85.97999999999999,1
5997,Same Day,Corporate,Columbus,Ohio,East,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,0.4,-147.8655,2016,12,11,6,1,0,109.52999999999999,1
6046,Standard Class,Home Office,Minneapolis,Minnesota,Central,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",692.94,3,0.0,173.235,2016,6,9,3,0,7,230.98000000000002,0
6104,First Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Tables,Bevis Boat-Shaped Conference Table,314.532,2,0.4,-83.8752,2017,8,22,1,0,2,157.266,1
6133,First Class,Corporate,Los Angeles,California,West,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28,2,0.2,12.096,2016,8,16,1,0,3,80.64,1
6285,Standard Class,Corporate,Lakewood,Ohio,East,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",661.176,2,0.4,-231.4116,2016,10,21,4,0,5,330.588,0
6287,Standard Class,Corporate,San Francisco,California,West,Furniture,Tables,Hon 2111 Invitation Series Corner Table,502.488,3,0.2,-87.9354,2014,7,8,1,0,4,167.496,1
6430,Standard Class,Consumer,Jacksonville,North Carolina,South,Furniture,Tables,Hon Racetrack Conference Tables,945.036,6,0.4,-299.2614,2014,11,3,0,0,4,157.506,1
6438,Standard Class,Consumer,Plano,Texas,Central,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,974.988,4,0.3,-97.4988,2017,12,14,3,0,5,243.747,0
6483,Standard Class,Corporate,New York City,New York,East,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",384.768,2,0.4,-115.4304,2017,6,3,5,1,6,192.384,1
6536,First Class,Corporate,Knoxville,Tennessee,South,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,0.4,-147.8655,2014,10,20,0,0,3,109.52999999999999,1
6563,Standard Class,Consumer,Lawrence,Massachusetts,East,Furniture,Tables,Balt Split Level Computer Training Table,194.25,2,0.3,-38.85,2014,5,7,2,0,5,97.125,1
6624,Standard Class,Consumer,Texas City,Texas,Central,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,102.438,1,0.3,-13.1706,2015,1,19,0,0,4,102.438,1
6631,Standard Class,Consumer,Seattle,Washington,West,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1747.25,5,0.0,629.01,2016,12,25,6,1,5,349.45,0
6639,Second Class,Corporate,Lorain,Ohio,East,Furniture,Tables,Hon 94000 Series Round Tables,1421.664,8,0.4,-734.5264,2014,10,31,4,0,2,177.708,1
6646,Standard Class,Home Office,Springfield,Oregon,West,Furniture,Tables,Bretford Rectangular Conference Table Tops,564.195,3,0.5,-304.6653,2016,12,15,3,0,6,188.06500000000003,1
6659,Standard Class,Home Office,Gilbert,Arizona,West,Furniture,Tables,KI Adjustable-Height Table,386.91,9,0.5,-185.7168,2017,2,20,0,0,7,42.99,1
6663,Standard Class,Consumer,Virginia Beach,Virginia,South,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",356.85,5,0.0,60.6645,2017,10,26,3,0,6,71.37,1
6784,Second Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",138.588,1,0.4,-34.647,2017,7,25,1,0,3,138.588,1
6799,Standard Class,Corporate,Phoenix,Arizona,West,Furniture,Tables,KI Conference Tables,35.445,1,0.5,-24.1026,2016,12,25,6,1,7,35.445,1
6824,Standard Class,Corporate,Montgomery,Alabama,South,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",358.58,2,0.0,39.4438,2015,7,25,5,1,4,179.29,1
6833,Same Day,Consumer,Santa Ana,California,West,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",146.04,1,0.2,-12.7785,2016,9,8,3,0,0,146.04,1
6868,Standard Class,Corporate,Los Angeles,California,West,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,2887.056,9,0.2,180.441,2016,8,21,6,1,7,320.784,0
6876,Standard Class,Consumer,Chesapeake,Virginia,South,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",1652.94,3,0.0,314.0586,2016,9,5,0,0,5,550.98,0
6881,Second Class,Home Office,Seattle,Washington,West,Furniture,Tables,Bush Advantage Collection Round Conference Table,1913.4,9,0.0,401.814,2015,12,1,1,0,4,212.60000000000002,0
6950,Same Day,Home Office,New York City,New York,East,Furniture,Tables,Hon 61000 Series Interactive Training Tables,79.974,3,0.4,-29.3238,2017,11,19,6,1,0,26.658,1
7046,Standard Class,Home Office,Concord,California,West,Furniture,Tables,Bevis 36 x 72 Conference Tables,99.592,1,0.2,2.4898,2014,4,8,1,0,4,99.592,1
7057,Same Day,Consumer,Anaheim,California,West,Furniture,Tables,Hon Non-Folding Utility Tables,892.136,7,0.2,111.517,2016,12,11,6,1,0,127.448,1
7080,Standard Class,Consumer,Charlotte,North Carolina,South,Furniture,Tables,Hon Racetrack Conference Tables,472.518,3,0.4,-149.6307,2016,9,2,4,0,4,157.506,1
7114,First Class,Corporate,Henderson,Nevada,West,Furniture,Tables,Global Adaptabilities Conference Tables,1685.88,6,0.0,320.3172,2016,5,5,3,0,1,280.98,0
7131,Standard Class,Home Office,Richmond,Indiana,Central,Furniture,Tables,KI Adjustable-Height Table,257.94,3,0.0,67.0644,2017,11,26,6,1,5,85.98,1
7145,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Tables,KI Adjustable-Height Table,154.764,3,0.4,-46.4292,2017,3,11,5,1,5,51.588,1
7151,Second Class,Consumer,Mesa,Arizona,West,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",182.55,2,0.5,-135.087,2017,12,22,4,0,3,91.275,1
7169,Second Class,Consumer,San Francisco,California,West,Furniture,Tables,Safco Drafting Table,170.352,3,0.2,19.1646,2014,7,22,1,0,2,56.784,1
7190,First Class,Home Office,San Diego,California,West,Furniture,Tables,Global Adaptabilities Conference Tables,674.352,3,0.2,-8.4294,2016,11,12,5,1,3,224.784,0
7201,Standard Class,Consumer,Fort Lauderdale,Florida,South,Furniture,Tables,KI Adjustable-Height Table,331.023,7,0.45,-114.3534,2016,11,27,6,1,6,47.289,1
7298,First Class,Consumer,Des Plaines,Illinois,Central,Furniture,Tables,BPI Conference Tables,292.1,4,0.5,-175.26,2014,11,18,1,0,3,73.025,1
7305,Standard Class,Consumer,Plano,Texas,Central,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,890.841,3,0.3,-152.7156,2014,3,29,5,1,4,296.947,0
7316,Standard Class,Corporate,New York City,New York,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,142.182,1,0.4,-37.9152,2016,10,16,6,1,4,142.182,1
7344,Standard Class,Corporate,Jacksonville,Florida,South,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,721.875,6,0.45,-420.0,2017,12,11,0,0,6,120.3125,1
7359,Second Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,Hon 5100 Series Wood Tables,523.764,3,0.4,-192.0468,2014,12,30,1,0,4,174.588,1
7395,Standard Class,Corporate,New York City,New York,East,Furniture,Tables,"Bevis Oval Conference Table, Walnut",313.176,2,0.4,-120.0508,2016,12,25,6,1,5,156.588,1
7409,Standard Class,Consumer,Toledo,Ohio,East,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,172.11,1,0.4,-94.6605,2014,4,8,1,0,4,172.11,1
7440,Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,Hon 2111 Invitation Series Straight Table,236.528,2,0.2,-2.9566,2017,9,2,5,1,4,118.264,1
7488,Second Class,Home Office,Dover,New Hampshire,East,Furniture,Tables,Bretford Rectangular Conference Table Tops,1053.164,4,0.3,-105.3164,2015,12,19,5,1,5,263.291,0
7493,Standard Class,Consumer,Houston,Texas,Central,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,512.19,5,0.3,-65.853,2017,9,11,0,0,5,102.43800000000002,1
7572,Standard Class,Corporate,Newport News,Virginia,South,Furniture,Tables,Hon 2111 Invitation Series Straight Table,591.32,4,0.0,112.3508,2014,10,21,1,0,5,147.83,1
7618,First Class,Corporate,Los Angeles,California,West,Furniture,Tables,Chromcraft Rectangular Conference Tables,189.576,1,0.2,9.4788,2017,10,27,4,0,2,189.576,1
7649,Standard Class,Corporate,Marion,Ohio,East,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1548.99,9,0.4,-464.697,2015,12,27,6,1,4,172.11,1
7674,Second Class,Home Office,Everett,Massachusetts,East,Furniture,Tables,Hon Non-Folding Utility Tables,446.068,4,0.3,0.0,2015,11,27,4,0,2,111.517,1
7686,Standard Class,Corporate,Jackson,Michigan,Central,Furniture,Tables,Chromcraft Round Conference Tables,1568.61,9,0.0,329.4081,2016,11,25,4,0,4,174.29,1
7690,First Class,Corporate,Suffolk,Virginia,South,Furniture,Tables,Hon 5100 Series Wood Tables,872.94,3,0.0,157.1292,2017,7,15,5,1,2,290.98,0
7701,Standard Class,Home Office,Lawrence,Massachusetts,East,Furniture,Tables,Bretford Rectangular Conference Table Tops,526.582,2,0.3,-52.6582,2017,12,14,3,0,4,263.291,0
7704,Standard Class,Consumer,Detroit,Michigan,Central,Furniture,Tables,Hon 4060 Series Tables,447.84,4,0.0,98.5248,2016,8,26,4,0,7,111.96,1
7783,Second Class,Corporate,Charlotte,North Carolina,South,Furniture,Tables,BPI Conference Tables,876.3,10,0.4,-292.1,2016,11,4,4,0,2,87.63,1
7812,First Class,Consumer,Clinton,Maryland,East,Furniture,Tables,Bevis Boat-Shaped Conference Table,550.431,3,0.3,-47.1798,2016,2,14,6,1,1,183.477,1
7834,Second Class,Consumer,Los Angeles,California,West,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",241.568,2,0.2,-15.098,2015,4,13,0,0,4,120.784,1
7840,Standard Class,Consumer,Des Moines,Iowa,Central,Furniture,Tables,Hon 94000 Series Round Tables,1184.72,4,0.0,106.6248,2014,3,28,4,0,5,296.18,0
7844,Standard Class,Consumer,Pharr,Texas,Central,Furniture,Tables,Hon 61000 Series Interactive Training Tables,124.404,4,0.3,-21.3264,2017,7,21,4,0,4,31.101,1
7879,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,Global Adaptabilities Conference Tables,337.176,2,0.4,-118.0116,2016,6,14,1,0,7,168.588,1
7908,Standard Class,Consumer,Morgan Hill,California,West,Furniture,Tables,Hon 4060 Series Tables,268.704,3,0.2,6.7176,2016,12,3,5,1,4,89.568,1
7929,First Class,Home Office,Dallas,Texas,Central,Furniture,Tables,Safco Drafting Table,298.116,6,0.3,-4.2588,2017,7,25,1,0,2,49.686,1
7959,Standard Class,Corporate,Chico,California,West,Furniture,Tables,KI Adjustable-Height Table,206.352,3,0.2,5.1588,2017,10,5,3,0,5,68.784,1
7997,First Class,Home Office,San Diego,California,West,Furniture,Tables,Chromcraft Round Conference Tables,1673.184,12,0.2,20.9148,2017,11,3,4,0,2,139.432,1
8136,Standard Class,Corporate,Lakeland,Florida,South,Furniture,Tables,BPI Conference Tables,562.2925,7,0.45,-255.5875,2016,8,12,4,0,4,80.3275,1
8143,Standard Class,Consumer,San Diego,California,West,Furniture,Tables,Chromcraft Round Conference Tables,557.728,4,0.2,6.9716,2016,2,5,4,0,5,139.432,1
8156,Standard Class,Consumer,Baltimore,Maryland,East,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",239.372,2,0.3,-23.9372,2016,10,4,1,0,5,119.686,1
8167,Standard Class,Corporate,San Francisco,California,West,Furniture,Tables,Laminate Occasional Tables,863.128,7,0.2,-32.3673,2016,7,31,6,1,5,123.304,1
8168,Standard Class,Home Office,Seattle,Washington,West,Furniture,Tables,Hon 5100 Series Wood Tables,2036.86,7,0.0,366.6348,2017,11,6,0,0,7,290.97999999999996,0
8179,Standard Class,Consumer,Springfield,Oregon,West,Furniture,Tables,Balt Split Level Computer Training Table,277.5,4,0.5,-188.7,2015,8,2,6,1,4,69.375,1
8180,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Tables,"Bevis Oval Conference Table, Walnut",1252.704,8,0.4,-480.2032,2015,11,21,5,1,4,156.588,1
8206,Standard Class,Consumer,Daytona Beach,Florida,South,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,191.5155,1,0.45,-76.6062,2015,4,26,6,1,4,191.5155,1
8235,Standard Class,Consumer,Jacksonville,Florida,South,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,933.262,4,0.45,-458.1468,2017,5,1,0,0,5,233.3155,0
8267,Standard Class,Consumer,Aurora,Illinois,Central,Furniture,Tables,Balt Split Level Computer Training Table,69.375,1,0.5,-47.175,2017,1,30,0,0,7,69.375,1
8304,Standard Class,Consumer,Bakersfield,California,West,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",486.368,4,0.2,36.4776,2017,11,3,4,0,6,121.592,1
8310,Standard Class,Consumer,Houston,Texas,Central,Furniture,Tables,Bevis Round Conference Room Tables and Bases,376.509,3,0.3,-43.0296,2014,3,1,5,1,6,125.503,1
8353,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,Bevis 36 x 72 Conference Tables,373.47,5,0.4,-112.041,2017,5,3,2,0,5,74.694,1
8362,Second Class,Consumer,El Paso,Texas,Central,Furniture,Tables,"Bevis Oval Conference Table, Walnut",913.43,5,0.3,-169.637,2017,1,2,0,0,2,182.68599999999998,1
8369,Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,Bretford Rectangular Conference Table Tops,902.712,3,0.2,33.8517,2016,6,11,5,1,5,300.904,0
8395,Second Class,Consumer,Franklin,Massachusetts,East,Furniture,Tables,Chromcraft Round Conference Tables,366.009,3,0.3,-47.0583,2016,12,1,3,0,5,122.003,1
8410,Same Day,Corporate,Burlington,North Carolina,South,Furniture,Tables,Hon Racetrack Conference Tables,630.024,4,0.4,-199.5076,2016,11,15,1,0,0,157.506,1
8412,Standard Class,Consumer,Dallas,Texas,Central,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",933.408,4,0.3,-173.3472,2017,3,10,4,0,4,233.352,0
8418,First Class,Home Office,Seattle,Washington,West,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",286.85,1,0.0,63.107,2017,5,9,1,0,2,286.85,0
8445,First Class,Corporate,Cranston,Rhode Island,East,Furniture,Tables,KI Adjustable-Height Table,240.744,4,0.3,-13.7568,2017,10,23,0,0,1,60.186,1
8448,First Class,Corporate,Cranston,Rhode Island,East,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,0.3,-127.5792,2017,10,23,0,0,1,212.63199999999998,0
8468,Standard Class,Corporate,Noblesville,Indiana,Central,Furniture,Tables,Balt Solid Wood Round Tables,2678.94,6,0.0,241.1046,2016,11,11,4,0,6,446.49,0
8554,First Class,Consumer,Springfield,Virginia,South,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",1056.86,7,0.0,158.529,2016,12,9,4,0,2,150.98,1
8577,Standard Class,Consumer,Rochester,Minnesota,Central,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",607.52,2,0.0,97.2032,2017,12,22,4,0,4,303.76,0
8618,Standard Class,Corporate,Los Angeles,California,West,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,7,0.2,-14.9877,2017,3,3,4,0,5,57.096000000000004,1
8629,Standard Class,Corporate,New York City,New York,East,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,481.176,2,0.4,-120.294,2015,9,7,0,0,5,240.588,0
8677,First Class,Consumer,Mansfield,Texas,Central,Furniture,Tables,Hon 2111 Invitation Series Straight Table,517.405,5,0.3,-81.3065,2017,10,24,1,0,2,103.481,1
8695,Second Class,Home Office,San Francisco,California,West,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904,1,0.2,11.2839,2017,9,15,4,0,2,300.904,0
8698,Standard Class,Corporate,Nashville,Tennessee,South,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",120.96,2,0.4,-28.224,2017,6,15,3,0,5,60.48,1
8711,Standard Class,Consumer,San Diego,California,West,Furniture,Tables,"Bevis Oval Conference Table, Walnut",626.352,3,0.2,-23.4882,2014,3,3,0,0,4,208.784,0
8783,Standard Class,Corporate,Twin Falls,Idaho,West,Furniture,Tables,Bretford Rectangular Conference Table Tops,1128.39,3,0.0,259.5297,2016,9,15,3,0,5,376.13000000000005,0
8893,Standard Class,Consumer,Texas City,Texas,Central,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",489.23,2,0.3,41.934,2014,8,5,1,0,7,244.615,0
8926,Standard Class,Consumer,Rockford,Illinois,Central,Furniture,Tables,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,626.1,3,0.5,-538.446,2016,1,30,5,1,4,208.70000000000002,0
8928,Standard Class,Consumer,Huntsville,Texas,Central,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",609.98,4,0.3,-113.282,2015,4,13,0,0,4,152.495,1
8929,Standard Class,Consumer,Huntsville,Texas,Central,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",211.372,2,0.3,-45.294,2015,4,13,0,0,4,105.686,1
8949,Standard Class,Consumer,Jackson,Tennessee,South,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",934.956,6,0.4,-249.3216,2017,12,22,4,0,6,155.826,1
8976,First Class,Corporate,Dallas,Texas,Central,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",127.785,1,0.3,-31.0335,2017,11,23,3,0,3,127.785,1
8984,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,Bevis Rectangular Conference Tables,145.98,2,0.5,-99.2664,2016,3,6,6,1,6,72.99,1
8993,Standard Class,Corporate,Columbia,Tennessee,South,Furniture,Tables,Balt Solid Wood Round Tables,1875.258,7,0.4,-968.8833,2017,10,16,0,0,5,267.894,0
9031,Same Day,Corporate,Seattle,Washington,West,Furniture,Tables,KI Conference Tables,283.56,4,0.0,45.3696,2017,9,1,4,0,0,70.89,1
9040,Standard Class,Corporate,Chandler,Arizona,West,Furniture,Tables,Hon 2111 Invitation Series Straight Table,73.915,1,0.5,-45.8273,2014,9,19,4,0,5,73.915,1
9058,Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",364.776,3,0.2,27.3582,2015,10,20,1,0,4,121.592,1
9059,Standard Class,Corporate,Seattle,Washington,West,Furniture,Tables,Hon Non-Folding Utility Tables,1115.17,7,0.0,334.551,2016,6,14,1,0,4,159.31,1
9221,First Class,Consumer,Lafayette,Louisiana,South,Furniture,Tables,Bretford Rectangular Conference Table Tops,1504.52,4,0.0,346.0396,2017,10,13,4,0,1,376.13,0
9236,Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,3,0.2,28.4364,2016,9,2,4,0,4,189.576,1
9287,Standard Class,Home Office,Dallas,Texas,Central,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",457.485,3,0.3,-84.9615,2017,6,19,0,0,7,152.495,1
9343,First Class,Home Office,Troy,Ohio,East,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,5,0.4,-106.393,2017,2,17,4,0,3,91.194,1
9358,Second Class,Corporate,New York City,New York,East,Furniture,Tables,Chromcraft Round Conference Tables,313.722,3,0.4,-99.3453,2016,1,25,0,0,3,104.574,1
9402,Second Class,Consumer,New York City,New York,East,Furniture,Tables,Chromcraft Round Conference Tables,209.148,2,0.4,-66.2302,2016,8,12,4,0,5,104.574,1
9430,Standard Class,Corporate,Dallas,Texas,Central,Furniture,Tables,Hon 2111 Invitation Series Straight Table,103.481,1,0.3,-16.2613,2015,8,28,4,0,4,103.481,1
9467,Second Class,Consumer,New York City,New York,East,Furniture,Tables,Balt Split Level Computer Training Table,166.5,2,0.4,-66.6,2017,11,5,6,1,5,83.25,1
9486,Same Day,Consumer,Wheeling,West Virginia,East,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",673.344,3,0.3,-76.9536,2017,10,12,3,0,0,224.448,0
9493,Standard Class,Corporate,Broken Arrow,Oklahoma,Central,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1592.85,7,0.0,350.427,2016,1,3,6,1,5,227.54999999999998,0
